trial,seed,method,coverage_rate,avg_length,coverage_vs_scp,length_efficiency_vs_scp,noisy_accuracy,ambiguous_rate
42,576473386,Cluster-wise Oracle,0.886,4.456242222706811,-0.004,0.9727792041224066,0.998,0.002
42,576473386,PCP,0.894,4.567987776694446,0.004,0.9489823473035448,0.998,0.002
43,461957909,SCP,0.86,3.132208352065994,0.0,1.0,0.997,0.005
43,461957909,Cluster-wise Oracle,0.845,3.186729432811723,-0.015,0.9828912112260424,0.997,0.005
43,461957909,PCP,0.848,3.3098167289802616,-0.012,0.9463389089313752,0.997,0.005
44,409956856,SCP,0.927,4.460117724066194,0.0,1.0,0.993,0.009
44,409956856,Cluster-wise Oracle,0.922,4.992135469753348,-0.005,0.8934288244158086,0.993,0.009
44,409956856,PCP,0.942,5.47361013185604,0.0149999999999999,0.8148402273133433,0.993,0.009
45,567003616,SCP,0.901,4.469274423701607,0.0,1.0,0.969,0.06
45,567003616,Cluster-wise Oracle,0.898,4.362131742336907,-0.003,1.024562000346028,0.969,0.06
45,567003616,PCP,0.923,5.170428090956762,0.022,0.8643915639245626,0.969,0.06
46,141310540,SCP,0.897,7.451608237704603,0.0,1.0,0.951,0.082
46,141310540,Cluster-wise Oracle,0.895,7.070447950169984,-0.002,1.0539089305544571,0.951,0.082
46,141310540,PCP,0.869,6.796815194604571,-0.028,1.0963382149362864,0.951,0.082
47,451909223,SCP,0.898,3.4532651097445517,0.0,1.0,0.998,0.007
47,451909223,Cluster-wise Oracle,0.883,3.241148723989355,-0.015,1.0654448171986732,0.998,0.007
47,451909223,PCP,0.907,3.5386335922919243,0.009,0.9758752975348088,0.998,0.007
48,721147036,SCP,0.88,3.0525153962800617,0.0,1.0,0.998,0.002
48,721147036,Cluster-wise Oracle,0.892,3.0208739931707926,0.012,1.0104742545305765,0.998,0.002
48,721147036,PCP,0.909,3.3047307355011024,0.029,0.9236805175950904,0.998,0.002
49,919775679,SCP,0.867,3.952905976155983,0.0,1.0,0.99,0.021
49,919775679,Cluster-wise Oracle,0.878,3.839062292654076,0.011,1.0296540339342093,0.99,0.021
49,919775679,PCP,0.891,4.059279474895236,0.024,0.9737949802675268,0.99,0.021
50,221770529,SCP,0.922,6.040150063744746,0.0,1.0,0.987,0.026
50,221770529,Cluster-wise Oracle,0.935,5.792097117652634,0.013,1.042826102714355,0.987,0.026
50,221770529,PCP,0.943,6.098920241367589,0.0209999999999999,0.9903638389588671,0.987,0.026
51,814924206,SCP,0.854,4.048039191549649,0.0,1.0,0.989,0.029
51,814924206,Cluster-wise Oracle,0.858,4.006003106100942,0.004,1.0104932733039294,0.989,0.029
51,814924206,PCP,0.878,4.2955837292598105,0.024,0.9423723169393752,0.989,0.029
52,342602801,SCP,0.884,2.921795526585371,0.0,1.0,1.0,0.0
52,342602801,Cluster-wise Oracle,0.888,3.0486303874376555,0.004,0.9583961173598062,1.0,0.0
52,342602801,PCP,0.893,3.142355696390049,0.009,0.9298105653481372,1.0,0.0
53,401166054,SCP,0.911,3.008741588815327,0.0,1.0,0.986,0.02
53,401166054,Cluster-wise Oracle,0.9,2.87186227046164,-0.011,1.0476622154765396,0.986,0.02
53,401166054,PCP,0.92,3.06826062757268,0.009,0.9806017004479706,0.986,0.02
54,808020829,SCP,0.9,4.224675307714209,0.0,1.0,0.997,0.006
54,808020829,Cluster-wise Oracle,0.893,3.696545247845207,-0.007,1.142871255309768,0.997,0.006
54,808020829,PCP,0.896,3.7310590761165767,-0.004,1.132299226982867,0.997,0.006
55,203161556,SCP,0.925,4.294524421149597,0.0,1.0,0.999,0.004
55,203161556,Cluster-wise Oracle,0.919,4.230430389843458,-0.006,1.015150711724277,0.999,0.004
55,203161556,PCP,0.93,4.608521190919763,0.005,0.9318660462300056,0.999,0.004
56,245060256,SCP,0.89,2.87384194234352,0.0,1.0,1.0,0.0
56,245060256,Cluster-wise Oracle,0.883,2.8897494583726657,-0.007,0.9944951919679208,1.0,0.0
56,245060256,PCP,0.893,2.986328253885242,0.003,0.962332904497228,1.0,0.0
57,358325538,SCP,0.92,4.0018624873181725,0.0,1.0,0.993,0.008
57,358325538,Cluster-wise Oracle,0.918,4.1021353780347765,-0.002,0.9755559284431412,0.993,0.008
57,358325538,PCP,0.925,4.262686199149905,0.005,0.9388123592387008,0.993,0.008
58,645667069,SCP,0.94,5.834448038001635,0.0,1.0,0.999,0.003
58,645667069,Cluster-wise Oracle,0.935,5.259897292537681,-0.0049999999999998,1.10923231263072,0.999,0.003
58,645667069,PCP,0.948,6.122659206510865,0.008,0.9529271254877708,0.999,0.003
59,862035036,SCP,0.867,3.732799309115756,0.0,1.0,0.999,0.001
59,862035036,Cluster-wise Oracle,0.863,3.818305260867029,-0.004,0.9776063080582884,0.999,0.001
59,862035036,PCP,0.878,4.244230302936834,0.011,0.8794997072927008,0.999,0.001
60,269764657,SCP,0.913,3.943039276176251,0.0,1.0,0.997,0.005
60,269764657,Cluster-wise Oracle,0.885,4.022194347428075,-0.028,0.980320426012622,0.997,0.005
60,269764657,PCP,0.9,4.612810909004621,-0.013,0.8548018451133741,0.997,0.005
61,348815554,SCP,0.922,4.443848194169051,0.0,1.0,0.997,0.004
61,348815554,Cluster-wise Oracle,0.903,4.404681966627526,-0.019,1.0088919535708305,0.997,0.004
61,348815554,PCP,0.922,4.688942092839927,0.0,0.9477293824879736,0.997,0.004
62,857699954,SCP,0.924,4.625467596276082,0.0,1.0,0.997,0.005
62,857699954,Cluster-wise Oracle,0.904,4.101058119673472,-0.02,1.1278717495094568,0.997,0.005
62,857699954,PCP,0.915,4.813018095454598,-0.009,0.961032662778551,0.997,0.005
63,991065621,SCP,0.851,3.444721469606077,0.0,1.0,0.991,0.018
63,991065621,Cluster-wise Oracle,0.893,4.01834101707259,0.042,0.8572496597403271,0.991,0.018
63,991065621,PCP,0.894,4.111099715062877,0.043,0.8379075450261592,0.991,0.018
64,780851020,SCP,0.918,4.376795294254216,0.0,1.0,1.0,0.0
64,780851020,Cluster-wise Oracle,0.926,4.624657627113196,0.008,0.9464041767317376,1.0,0.0
64,780851020,PCP,0.93,4.714201226798095,0.012,0.9284277619237212,1.0,0.0
65,565768839,SCP,0.872,3.0060630058437736,0.0,1.0,0.999,0.004
65,565768839,Cluster-wise Oracle,0.857,2.9605959000970805,-0.015,1.015357416979873,0.999,0.004
65,565768839,PCP,0.875,3.172284971547973,0.003,0.947601817871019,0.999,0.004
66,808892890,SCP,0.901,13.856541821113725,0.0,1.0,0.986,0.024
66,808892890,Cluster-wise Oracle,0.911,14.01126642776479,0.01,0.9889571290754656,0.986,0.024
66,808892890,PCP,0.935,15.579247757341651,0.034,0.8894230348563453,0.986,0.024
67,158157416,SCP,0.895,3.6105562694456648,0.0,1.0,0.999,0.001
67,158157416,Cluster-wise Oracle,0.881,3.5792417068413886,-0.014,1.008748937671469,0.999,0.001
67,158157416,PCP,0.89,3.716701491801249,-0.005,0.9714410149457168,0.999,0.001
68,248932922,SCP,0.858,3.7050102173130672,0.0,1.0,1.0,0.0
68,248932922,Cluster-wise Oracle,0.867,4.004482574679228,0.009,0.92521571719159,1.0,0.0
68,248932922,PCP,0.882,4.399783264161277,0.024,0.8420892564168946,1.0,0.0
69,660226510,SCP,0.893,4.38963507845508,0.0,1.0,0.999,0.001
69,660226510,Cluster-wise Oracle,0.865,3.8260285179310745,-0.028,1.14730851008627,0.999,0.001
69,660226510,PCP,0.888,4.063919028618516,-0.005,1.0801482626850685,0.999,0.001
70,227145938,SCP,0.928,4.687215605781112,0.0,1.0,0.997,0.007
70,227145938,Cluster-wise Oracle,0.896,4.24927144827569,-0.032,1.1030633516442296,0.997,0.007
70,227145938,PCP,0.907,4.470591239411776,-0.021,1.0484554178113226,0.997,0.007
71,514607573,SCP,0.897,3.970422438999265,0.0,1.0,0.997,0.004
71,514607573,Cluster-wise Oracle,0.866,3.776601384692269,-0.031,1.0513215546370904,0.997,0.004
71,514607573,PCP,0.873,4.005931976513725,-0.024,0.9911357612354258,0.997,0.004
72,819509000,SCP,0.875,3.1841810336332017,0.0,1.0,0.997,0.005
72,819509000,Cluster-wise Oracle,0.847,3.3137641249171845,-0.028,0.9608954993780008,0.997,0.005
72,819509000,PCP,0.862,3.770041369487676,-0.013,0.8446010856549065,0.997,0.005
73,279092971,SCP,0.891,4.379736217015236,0.0,1.0,0.999,0.003
73,279092971,Cluster-wise Oracle,0.897,4.631741041511988,0.006,0.945591771595571,0.999,0.003
73,279092971,PCP,0.912,5.305311910288248,0.021,0.8255379308654591,0.999,0.003
74,559474633,SCP,0.893,5.686281020854294,0.0,1.0,0.998,0.002
74,559474633,Cluster-wise Oracle,0.883,5.396887434409165,-0.01,1.0536223128538924,0.998,0.002
74,559474633,PCP,0.891,5.701289025154826,-0.002,0.9973676120901231,0.998,0.002
75,629918196,SCP,0.906,5.34071969169026,0.0,1.0,0.936,0.12
75,629918196,Cluster-wise Oracle,0.883,4.689817300082843,-0.023,1.1387905647403191,0.936,0.12
75,629918196,PCP,0.897,4.944477461805716,-0.009,1.080138342816884,0.936,0.12
76,219287121,SCP,0.902,4.850965904637404,0.0,1.0,1.0,0.004
76,219287121,Cluster-wise Oracle,0.875,4.367791466644819,-0.027,1.110622139743256,1.0,0.004
76,219287121,PCP,0.882,4.758255031654546,-0.02,1.0194842168749034,1.0,0.004
77,479190823,SCP,0.911,3.7299523298771646,0.0,1.0,1.0,0.001
77,479190823,Cluster-wise Oracle,0.894,3.575322808697089,-0.017,1.043249107690062,1.0,0.001
77,479190823,PCP,0.91,3.808842434941667,-0.001,0.9792876427912118,1.0,0.001
78,738176030,SCP,0.934,17.765528833053654,0.0,1.0,0.948,0.098
78,738176030,Cluster-wise Oracle,0.894,14.693505118310332,-0.04,1.2090735797896932,0.948,0.098
78,738176030,PCP,0.894,15.067310555261066,-0.04,1.1790776308682671,0.948,0.098
79,653288814,SCP,0.927,3.744055021726537,0.0,1.0,0.998,0.004
79,653288814,Cluster-wise Oracle,0.896,3.433947660433481,-0.031,1.090306373875806,0.998,0.004
79,653288814,PCP,0.906,3.634669363337944,-0.021,1.030095078108601,0.998,0.004
80,670486109,SCP,0.88,3.9417386324359063,0.0,1.0,0.996,0.008
80,670486109,Cluster-wise Oracle,0.899,4.370732638921389,0.019,0.9018484904189084,0.996,0.008
80,670486109,PCP,0.911,4.562689292350933,0.031,0.8639068715557705,0.996,0.008
81,542240276,SCP,0.824,3.397468123422541,0.0,1.0,1.0,0.0
81,542240276,Cluster-wise Oracle,0.828,3.280868287654154,0.004,1.0355393223821725,1.0,0.0
81,542240276,PCP,0.857,3.538655859055176,0.033,0.9601013092947864,1.0,0.0
82,924786681,SCP,0.909,4.2873675105000695,0.0,1.0,1.0,0.0
82,924786681,Cluster-wise Oracle,0.897,3.865009015298951,-0.012,1.1092774928931053,1.0,0.0
82,924786681,PCP,0.899,3.931700948930733,-0.01,1.0904612446849662,1.0,0.0
83,121211144,SCP,0.91,3.72753822671096,0.0,1.0,0.999,0.005
83,121211144,Cluster-wise Oracle,0.898,3.351052494345072,-0.012,1.1123485033437135,0.999,0.005
83,121211144,PCP,0.915,3.5857402826009173,0.005,1.039544956671315,0.999,0.005
84,500442923,SCP,0.903,6.427368971015905,0.0,1.0,0.993,0.02
84,500442923,Cluster-wise Oracle,0.867,6.076956833839234,-0.036,1.0576624364394722,0.993,0.02
84,500442923,PCP,0.895,6.485301979740284,-0.008,0.9910670298923075,0.993,0.02
85,908738025,SCP,0.903,3.4990202260558405,0.0,1.0,0.997,0.009
85,908738025,Cluster-wise Oracle,0.923,3.85830381071929,0.02,0.9068804318453942,0.997,0.009
85,908738025,PCP,0.933,4.012886027338608,0.03,0.871946076269809,0.997,0.009
86,422090190,SCP,0.935,4.650127761880783,0.0,1.0,1.0,0.003
86,422090190,Cluster-wise Oracle,0.925,4.3948537529205485,-0.01,1.0580847562425928,1.0,0.003
86,422090190,PCP,0.936,4.788316926587942,0.001,0.9711403470518334,1.0,0.003
87,17213260,SCP,0.889,3.3914864590583425,0.0,1.0,1.0,0.0
87,17213260,Cluster-wise Oracle,0.884,3.2880771876010884,-0.005,1.031449770050167,1.0,0.0
87,17213260,PCP,0.887,3.3515036969351297,-0.002,1.0119297980067203,1.0,0.0
88,982876913,SCP,0.908,4.453343632213499,0.0,1.0,0.992,0.018
88,982876913,Cluster-wise Oracle,0.868,3.953623726811524,-0.04,1.126395413405965,0.992,0.018
88,982876913,PCP,0.901,4.702045028300899,-0.007,0.9471078233852496,0.992,0.018
89,310760628,SCP,0.906,4.001749898497272,0.0,1.0,0.999,0.003
89,310760628,Cluster-wise Oracle,0.91,4.06772137835797,0.004,0.9837817112519812,0.999,0.003
89,310760628,PCP,0.919,4.165779859827508,0.013,0.9606244288345502,0.999,0.003
90,55379260,SCP,0.905,4.646390278839562,0.0,1.0,1.0,0.0
90,55379260,Cluster-wise Oracle,0.895,4.460103970945671,-0.01,1.0417672567965706,1.0,0.0
90,55379260,PCP,0.903,4.550143598323524,-0.002,1.0211524490241362,1.0,0.0
91,171363561,SCP,0.874,3.9943896281792175,0.0,1.0,0.995,0.007
91,171363561,Cluster-wise Oracle,0.844,3.6872962079326617,-0.03,1.0832841743459318,0.995,0.007
91,171363561,PCP,0.863,4.022419571883596,-0.011,0.9930315713705492,0.995,0.007
92,956129529,SCP,0.919,4.59614179063751,0.0,1.0,1.0,0.0
92,956129529,Cluster-wise Oracle,0.889,4.099127095224843,-0.03,1.1212489107721617,1.0,0.0
92,956129529,PCP,0.926,4.665953936623311,0.007,0.98503796931259,1.0,0.0
93,343049972,SCP,0.898,3.0280431302911586,0.0,1.0,1.0,0.0
93,343049972,Cluster-wise Oracle,0.85,2.983134489396827,-0.048,1.0150541791038767,1.0,0.0
93,343049972,PCP,0.886,3.194282956824794,-0.012,0.9479570755688838,1.0,0.0
94,12107205,SCP,0.925,3.9586011775422367,0.0,1.0,1.0,0.0
94,12107205,Cluster-wise Oracle,0.91,4.416578511333642,-0.015,0.8963049490423043,1.0,0.0
94,12107205,PCP,0.922,4.71730120094983,-0.003,0.8391665083300535,1.0,0.0
95,617514734,SCP,0.888,5.01554737608352,0.0,1.0,0.969,0.06
95,617514734,Cluster-wise Oracle,0.865,4.712122819531214,-0.023,1.0643923276563685,0.969,0.06
95,617514734,PCP,0.893,5.211425765287771,0.005,0.962413666043378,0.969,0.06
96,44944667,SCP,0.942,4.283250015275626,0.0,1.0,0.996,0.004
96,44944667,Cluster-wise Oracle,0.906,3.671625872920127,-0.0359999999999999,1.16658128129734,0.996,0.004
96,44944667,PCP,0.915,3.887017455871384,-0.0269999999999999,1.10193742732123,0.996,0.004
97,550837326,SCP,0.881,4.289976121718626,0.0,1.0,0.992,0.016
97,550837326,Cluster-wise Oracle,0.88,4.597644022642333,-0.001,0.9330814000804512,0.992,0.016
97,550837326,PCP,0.892,4.854160382151536,0.011,0.8837730490926128,0.992,0.016
98,623642044,SCP,0.85,4.318671286485724,0.0,1.0,0.983,0.03
98,623642044,Cluster-wise Oracle,0.862,4.614481638815414,0.012,0.9358952152195306,0.983,0.03
98,623642044,PCP,0.884,5.101824966015387,0.034,0.8464953845444605,0.983,0.03
99,716095278,SCP,0.885,3.018224809252567,0.0,1.0,0.995,0.005
99,716095278,Cluster-wise Oracle,0.871,2.815865208380902,-0.014,1.071864093589913,0.995,0.005
99,716095278,PCP,0.895,3.042795039518702,0.01,0.991925111633539,0.995,0.005
100,103493876,SCP,0.904,3.44129864104243,0.0,1.0,0.996,0.008
100,103493876,Cluster-wise Oracle,0.902,3.373783038635524,-0.002,1.0200118388271382,0.996,0.008
100,103493876,PCP,0.91,3.56984381571695,0.006,0.9639913729254556,0.996,0.008
