trial,seed,method,coverage_rate,avg_length,coverage_vs_scp,length_efficiency_vs_scp,noisy_accuracy,ambiguous_rate
32,650520512,Cluster-wise Oracle,0.866,32.678812972667345,-0.038000000000000034,1.0927422859813185,0.717,0.409
32,650520512,PCP,0.901,35.6153085154038,-0.0030000000000000027,1.0026452747268477,0.717,0.409
33,567539812,SCP,0.91,35.26798645319679,0.0,1.0,0.773,0.305
33,567539812,Cluster-wise Oracle,0.878,30.74021307425222,-0.03200000000000003,1.1472915417992662,0.773,0.305
33,567539812,PCP,0.896,33.063855815885475,-0.014000000000000012,1.0666628432444454,0.773,0.305
34,748877674,SCP,0.872,39.63147701985101,0.0,1.0,0.744,0.335
34,748877674,Cluster-wise Oracle,0.909,39.99410667241746,0.03700000000000003,0.9909329228044356,0.744,0.335
34,748877674,PCP,0.898,41.085830319959335,0.026000000000000023,0.9646020711086419,0.744,0.335
35,609340136,SCP,0.932,35.76858469199637,0.0,1.0,0.884,0.161
35,609340136,Cluster-wise Oracle,0.929,35.103137484614784,-0.0030000000000000027,1.0189569153946207,0.884,0.161
35,609340136,PCP,0.949,37.927936200162904,0.016999999999999904,0.9430669916556846,0.884,0.161
36,486925602,SCP,0.911,37.41752416552788,0.0,1.0,0.837,0.22
36,486925602,Cluster-wise Oracle,0.908,35.71435605044742,-0.0030000000000000027,1.0476886133037004,0.837,0.22
36,486925602,PCP,0.92,36.95769850714144,0.009000000000000008,1.0124419451686795,0.837,0.22
37,6926579,SCP,0.899,27.774866140283173,0.0,1.0,0.864,0.192
37,6926579,Cluster-wise Oracle,0.866,24.87421393596891,-0.03300000000000003,1.1166128188726328,0.864,0.192
37,6926579,PCP,0.9,28.505949432455413,0.0010000000000000009,0.9743533084591856,0.864,0.192
38,698330076,SCP,0.886,58.00842700270004,0.0,1.0,0.785,0.307
38,698330076,Cluster-wise Oracle,0.876,55.63536820306715,-0.010000000000000009,1.0426537807923064,0.785,0.307
38,698330076,PCP,0.913,63.83087238855413,0.027000000000000024,0.9087832397086564,0.785,0.307
39,179083873,SCP,0.893,42.52309895323832,0.0,1.0,0.73,0.368
39,179083873,Cluster-wise Oracle,0.875,40.66296355416984,-0.018000000000000016,1.0457451999677905,0.73,0.368
39,179083873,PCP,0.917,45.808750406412145,0.02400000000000002,0.9282745889371845,0.73,0.368
40,479798436,SCP,0.917,31.620697943921083,0.0,1.0,0.858,0.203
40,479798436,Cluster-wise Oracle,0.885,25.77274167299696,-0.03200000000000003,1.2269047020733241,0.858,0.203
40,479798436,PCP,0.933,30.24669407344509,0.016000000000000014,1.045426580079781,0.858,0.203
41,164922213,SCP,0.903,38.265246761642054,0.0,1.0,0.779,0.286
41,164922213,Cluster-wise Oracle,0.895,34.5029096682503,-0.008000000000000007,1.109044052503603,0.779,0.286
41,164922213,PCP,0.914,39.20405836518123,0.01100000000000001,0.9760532036047325,0.779,0.286
42,576473386,SCP,0.938,46.10901994619948,0.0,1.0,0.812,0.254
42,576473386,Cluster-wise Oracle,0.903,40.21599349118219,-0.03499999999999992,1.1465343994624777,0.812,0.254
42,576473386,PCP,0.929,42.83309186928726,-0.008999999999999897,1.076481242281302,0.812,0.254
43,461957909,SCP,0.889,29.62692616438942,0.0,1.0,0.851,0.2
43,461957909,Cluster-wise Oracle,0.874,27.22064590341725,-0.015000000000000013,1.0883990875716174,0.851,0.2
43,461957909,PCP,0.919,30.977717925784123,0.030000000000000027,0.9563947297657334,0.851,0.2
44,409956856,SCP,0.932,27.203598751262344,0.0,1.0,0.777,0.324
44,409956856,Cluster-wise Oracle,0.904,23.27627320557072,-0.028000000000000025,1.1687265616366667,0.777,0.324
44,409956856,PCP,0.907,24.696239689805296,-0.025000000000000022,1.1015279691544335,0.777,0.324
45,567003616,SCP,0.898,35.16256070803116,0.0,1.0,0.85,0.228
45,567003616,Cluster-wise Oracle,0.873,31.764295768501405,-0.025000000000000022,1.106983796029868,0.85,0.228
45,567003616,PCP,0.895,34.96210550841435,-0.0030000000000000027,1.0057334990756939,0.85,0.228
46,141310540,SCP,0.899,30.703137091351724,0.0,1.0,0.88,0.16
46,141310540,Cluster-wise Oracle,0.904,30.545451035399573,0.0050000000000000044,1.0051623417106987,0.88,0.16
46,141310540,PCP,0.927,32.748554866011794,0.028000000000000025,0.937541739382738,0.88,0.16
47,451909223,SCP,0.907,37.848731681815515,0.0,1.0,0.838,0.239
47,451909223,Cluster-wise Oracle,0.882,33.34062618228674,-0.025000000000000022,1.135213582218916,0.838,0.239
47,451909223,PCP,0.898,37.38809265928911,-0.009000000000000008,1.0123204739734688,0.838,0.239
48,721147036,SCP,0.911,46.69005420852092,0.0,1.0,0.76,0.334
48,721147036,Cluster-wise Oracle,0.896,44.655922598087564,-0.015000000000000013,1.0455512167723184,0.76,0.334
48,721147036,PCP,0.914,48.33191789067735,0.0030000000000000027,0.9660294117467014,0.76,0.334
49,919775679,SCP,0.93,43.60231733333638,0.0,1.0,0.735,0.37
49,919775679,Cluster-wise Oracle,0.926,41.433896620056196,-0.0040000000000000036,1.0523344626059272,0.735,0.37
49,919775679,PCP,0.939,44.39520291837703,0.008999999999999897,0.9821402869472539,0.735,0.37
50,221770529,SCP,0.909,60.98354564376063,0.0,1.0,0.744,0.351
50,221770529,Cluster-wise Oracle,0.913,60.293144547437365,0.0040000000000000036,1.011450739574216,0.744,0.351
50,221770529,PCP,0.924,67.38179299374727,0.015000000000000013,0.9050448635200258,0.744,0.351
51,814924206,SCP,0.864,33.8505106526499,0.0,1.0,0.776,0.293
51,814924206,Cluster-wise Oracle,0.874,37.312837591847085,0.010000000000000009,0.9072081577640799,0.776,0.293
51,814924206,PCP,0.901,42.15862060974652,0.03700000000000003,0.8029321207161153,0.776,0.293
52,342602801,SCP,0.821,24.1950271404621,0.0,1.0,0.758,0.322
52,342602801,Cluster-wise Oracle,0.857,23.937371426190257,0.03600000000000003,1.0107637430060485,0.758,0.322
52,342602801,PCP,0.901,28.986768395742924,0.08000000000000007,0.8346921191813658,0.758,0.322
53,401166054,SCP,0.882,31.304416224890204,0.0,1.0,0.823,0.267
53,401166054,Cluster-wise Oracle,0.914,33.815529091968095,0.03200000000000003,0.9257408375823896,0.823,0.267
53,401166054,PCP,0.921,35.91547089645217,0.039000000000000035,0.8716136930278294,0.823,0.267
54,808020829,SCP,0.903,48.764445098285854,0.0,1.0,0.721,0.369
54,808020829,Cluster-wise Oracle,0.888,45.06438613087609,-0.015000000000000013,1.0821060550267798,0.721,0.369
54,808020829,PCP,0.912,50.36858522643829,0.009000000000000008,0.9681519716914655,0.721,0.369
55,203161556,SCP,0.908,40.64170580853878,0.0,1.0,0.748,0.336
55,203161556,Cluster-wise Oracle,0.886,38.34763496394624,-0.02200000000000002,1.0598230072532344,0.748,0.336
55,203161556,PCP,0.914,43.122921602527896,0.006000000000000005,0.9424617882605694,0.748,0.336
56,245060256,SCP,0.918,62.22441223871769,0.0,1.0,0.795,0.279
56,245060256,Cluster-wise Oracle,0.905,55.56822908058534,-0.013000000000000012,1.1197839713135274,0.795,0.279
56,245060256,PCP,0.931,63.89018725850455,0.013000000000000012,0.9739275295430423,0.795,0.279
57,358325538,SCP,0.855,21.151114951239567,0.0,1.0,0.845,0.242
57,358325538,Cluster-wise Oracle,0.879,21.409269501187318,0.02400000000000002,0.9879419262794822,0.845,0.242
57,358325538,PCP,0.878,22.92389471895583,0.02300000000000002,0.9226667287801515,0.845,0.242
58,645667069,SCP,0.904,61.243288838154484,0.0,1.0,0.779,0.312
58,645667069,Cluster-wise Oracle,0.915,56.58692402399535,0.01100000000000001,1.0822869398623722,0.779,0.312
58,645667069,PCP,0.922,60.234516046557424,0.018000000000000016,1.0167474208777132,0.779,0.312
59,862035036,SCP,0.872,31.249312265953954,0.0,1.0,0.807,0.27
59,862035036,Cluster-wise Oracle,0.869,30.03718409627511,-0.0030000000000000027,1.040354254439888,0.807,0.27
59,862035036,PCP,0.9,34.72178615561918,0.028000000000000025,0.8999914959990254,0.807,0.27
60,269764657,SCP,0.916,32.00463349454122,0.0,1.0,0.801,0.283
60,269764657,Cluster-wise Oracle,0.895,30.116954221318267,-0.02100000000000002,1.0626782927433862,0.801,0.283
60,269764657,PCP,0.922,33.10706715475642,0.006000000000000005,0.9667009567757251,0.801,0.283
61,348815554,SCP,0.907,30.09578980543017,0.0,1.0,0.756,0.341
61,348815554,Cluster-wise Oracle,0.885,27.207322006189653,-0.02200000000000002,1.1061650903599918,0.756,0.341
61,348815554,PCP,0.908,30.14654796479878,0.0010000000000000009,0.9983162861821565,0.756,0.341
62,857699954,SCP,0.922,31.291548234355556,0.0,1.0,0.822,0.254
62,857699954,Cluster-wise Oracle,0.928,28.912136252271296,0.006000000000000005,1.0822980343383426,0.822,0.254
62,857699954,PCP,0.922,30.597284721679397,0.0,1.02269036350746,0.822,0.254
63,991065621,SCP,0.902,38.61542212600171,0.0,1.0,0.828,0.228
63,991065621,Cluster-wise Oracle,0.893,36.016315875541366,-0.009000000000000008,1.0721646894546868,0.828,0.228
63,991065621,PCP,0.906,39.25454868995674,0.0040000000000000036,0.9837184075404094,0.828,0.228
64,780851020,SCP,0.887,27.128575496766306,0.0,1.0,0.762,0.306
64,780851020,Cluster-wise Oracle,0.824,22.57410871406134,-0.06300000000000006,1.201756217283919,0.762,0.306
64,780851020,PCP,0.882,26.776951561946756,-0.0050000000000000044,1.0131315894569286,0.762,0.306
65,565768839,SCP,0.896,38.03528896398563,0.0,1.0,0.741,0.366
65,565768839,Cluster-wise Oracle,0.878,37.468138947114205,-0.018000000000000016,1.0151368611521365,0.741,0.366
65,565768839,PCP,0.912,41.204859664165284,0.016000000000000014,0.9230777455374726,0.741,0.366
66,808892890,SCP,0.858,23.95135146391209,0.0,1.0,0.79,0.295
66,808892890,Cluster-wise Oracle,0.879,24.65057129908596,0.02100000000000002,0.9716347411713011,0.79,0.295
66,808892890,PCP,0.919,29.177892654854688,0.061000000000000054,0.8208732463044074,0.79,0.295
67,158157416,SCP,0.917,33.32860012597502,0.0,1.0,0.808,0.269
67,158157416,Cluster-wise Oracle,0.87,26.491027439701828,-0.04700000000000004,1.2581090032025635,0.808,0.269
67,158157416,PCP,0.913,29.8130679887278,-0.0040000000000000036,1.1179191668088784,0.808,0.269
68,248932922,SCP,0.911,38.342140343829904,0.0,1.0,0.824,0.244
68,248932922,Cluster-wise Oracle,0.893,36.88102310509396,-0.018000000000000016,1.0396170473517623,0.824,0.244
68,248932922,PCP,0.903,38.01562247632995,-0.008000000000000007,1.008589044351523,0.824,0.244
69,660226510,SCP,0.896,37.10345599597135,0.0,1.0,0.8,0.283
69,660226510,Cluster-wise Oracle,0.888,33.69330850883678,-0.008000000000000007,1.1012114166894649,0.8,0.283
69,660226510,PCP,0.902,36.89970069927297,0.006000000000000005,1.005521868547362,0.8,0.283
70,227145938,SCP,0.907,32.99675257210179,0.0,1.0,0.814,0.258
70,227145938,Cluster-wise Oracle,0.886,31.25821565690012,-0.02100000000000002,1.0556185591104876,0.814,0.258
70,227145938,PCP,0.913,34.13090632926708,0.006000000000000005,0.9667704764056395,0.814,0.258
71,514607573,SCP,0.88,24.548717181367714,0.0,1.0,0.702,0.413
71,514607573,Cluster-wise Oracle,0.873,23.65879567212126,-0.007000000000000006,1.0376148271272787,0.702,0.413
71,514607573,PCP,0.907,26.627899964810968,0.027000000000000024,0.9219171325492842,0.702,0.413
72,819509000,SCP,0.894,53.31771937913823,0.0,1.0,0.818,0.251
72,819509000,Cluster-wise Oracle,0.841,45.39855835884412,-0.05300000000000005,1.1744363985679598,0.818,0.251
72,819509000,PCP,0.88,51.708813180212076,-0.014000000000000012,1.0311147384744435,0.818,0.251
73,279092971,SCP,0.893,33.18868637169828,0.0,1.0,0.74,0.349
73,279092971,Cluster-wise Oracle,0.895,29.52833869679261,0.0020000000000000018,1.1239605015538263,0.74,0.349
73,279092971,PCP,0.919,31.528645617369605,0.026000000000000023,1.0526518257230224,0.74,0.349
74,559474633,SCP,0.928,32.46257246374683,0.0,1.0,0.785,0.305
74,559474633,Cluster-wise Oracle,0.911,30.34367556438604,-0.017000000000000015,1.0698299352319636,0.785,0.305
74,559474633,PCP,0.942,35.5306313523128,0.013999999999999901,0.9136503132144241,0.785,0.305
75,629918196,SCP,0.904,32.22551616172779,0.0,1.0,0.741,0.365
75,629918196,Cluster-wise Oracle,0.882,29.50608987984476,-0.02200000000000002,1.0921649155464896,0.741,0.365
75,629918196,PCP,0.916,33.743886540181656,0.01200000000000001,0.955003097327102,0.741,0.365
76,219287121,SCP,0.901,39.06946593040628,0.0,1.0,0.76,0.325
76,219287121,Cluster-wise Oracle,0.843,33.80875852236021,-0.05800000000000005,1.155601910214088,0.76,0.325
76,219287121,PCP,0.871,37.914679354432025,-0.030000000000000027,1.0304575060540309,0.76,0.325
77,479190823,SCP,0.94,39.61548297689377,0.0,1.0,0.853,0.218
77,479190823,Cluster-wise Oracle,0.887,35.4072309515555,-0.052999999999999936,1.1188528984685655,0.853,0.218
77,479190823,PCP,0.923,37.75263160185414,-0.016999999999999904,1.0493436164844239,0.853,0.218
78,738176030,SCP,0.888,35.22532680791586,0.0,1.0,0.799,0.278
78,738176030,Cluster-wise Oracle,0.873,34.737551839092106,-0.015000000000000013,1.014041719781612,0.799,0.278
78,738176030,PCP,0.892,36.2462071362432,0.0040000000000000036,0.9718348371047479,0.799,0.278
79,653288814,SCP,0.893,28.74182247402679,0.0,1.0,0.853,0.218
79,653288814,Cluster-wise Oracle,0.852,23.633928649006744,-0.041000000000000036,1.216125465252884,0.853,0.218
79,653288814,PCP,0.899,26.7641930597303,0.006000000000000005,1.0738908664230216,0.853,0.218
80,670486109,SCP,0.915,40.62947892031442,0.0,1.0,0.782,0.326
80,670486109,Cluster-wise Oracle,0.904,35.90525100385099,-0.01100000000000001,1.1315748472544234,0.782,0.326
80,670486109,PCP,0.949,43.447500679839244,0.03399999999999992,0.9351396118204687,0.782,0.326
81,542240276,SCP,0.865,40.360625777198166,0.0,1.0,0.738,0.374
81,542240276,Cluster-wise Oracle,0.871,41.51005489392245,0.006000000000000005,0.972309621857605,0.738,0.374
81,542240276,PCP,0.9,44.35605521391974,0.03500000000000003,0.9099236977352365,0.738,0.374
82,924786681,SCP,0.863,26.556143594301087,0.0,1.0,0.707,0.396
82,924786681,Cluster-wise Oracle,0.876,26.99545829293004,0.013000000000000012,0.9837263478225889,0.707,0.396
82,924786681,PCP,0.894,28.984017244681986,0.031000000000000028,0.9162340530684591,0.707,0.396
83,121211144,SCP,0.89,34.56689873944924,0.0,1.0,0.846,0.224
83,121211144,Cluster-wise Oracle,0.884,33.227861319079466,-0.006000000000000005,1.0402986339539373,0.846,0.224
83,121211144,PCP,0.91,35.79177585527994,0.020000000000000018,0.965777693714239,0.846,0.224
84,500442923,SCP,0.899,52.919528921879184,0.0,1.0,0.862,0.208
84,500442923,Cluster-wise Oracle,0.855,35.84700561729236,-0.04400000000000004,1.4762607925151536,0.862,0.208
84,500442923,PCP,0.899,44.19542433813053,0.0,1.1973983667857162,0.862,0.208
85,908738025,SCP,0.898,31.776895065453814,0.0,1.0,0.734,0.367
85,908738025,Cluster-wise Oracle,0.837,27.04139674995951,-0.061000000000000054,1.1751203297404154,0.734,0.367
85,908738025,PCP,0.878,28.660727329286818,-0.020000000000000018,1.1087260522165032,0.734,0.367
86,422090190,SCP,0.912,40.16360352679204,0.0,1.0,0.65,0.459
86,422090190,Cluster-wise Oracle,0.886,38.62573628915004,-0.026000000000000023,1.039814574047977,0.65,0.459
86,422090190,PCP,0.914,41.65931971458072,0.0020000000000000018,0.9640964807386141,0.65,0.459
87,17213260,SCP,0.914,35.361179912036235,0.0,1.0,0.809,0.283
87,17213260,Cluster-wise Oracle,0.861,28.252515179137546,-0.05300000000000005,1.2516117481160731,0.809,0.283
87,17213260,PCP,0.904,32.04246768517378,-0.010000000000000009,1.1035723047135362,0.809,0.283
88,982876913,SCP,0.891,41.9769116395928,0.0,1.0,0.854,0.217
88,982876913,Cluster-wise Oracle,0.903,39.67077348832622,0.01200000000000001,1.058131917996134,0.854,0.217
88,982876913,PCP,0.887,40.79579132831602,-0.0040000000000000036,1.0289520137450299,0.854,0.217
89,310760628,SCP,0.902,30.117288344655666,0.0,1.0,0.743,0.349
89,310760628,Cluster-wise Oracle,0.881,28.408585384555984,-0.02100000000000002,1.0601474144864882,0.743,0.349
89,310760628,PCP,0.911,30.6374415041308,0.009000000000000008,0.9830223042806953,0.743,0.349
90,55379260,SCP,0.89,28.238583117647735,0.0,1.0,0.813,0.272
90,55379260,Cluster-wise Oracle,0.89,28.825288872092585,0.0,0.9796461448470384,0.813,0.272
90,55379260,PCP,0.905,30.412233517334766,0.015000000000000013,0.9285271041192005,0.813,0.272
91,171363561,SCP,0.881,23.763811917216188,0.0,1.0,0.811,0.282
91,171363561,Cluster-wise Oracle,0.877,23.489874151118716,-0.0040000000000000036,1.0116619512022555,0.811,0.282
91,171363561,PCP,0.887,24.389463923344582,0.006000000000000005,0.9743474474020912,0.811,0.282
92,956129529,SCP,0.871,35.103615981966925,0.0,1.0,0.734,0.371
92,956129529,Cluster-wise Oracle,0.868,36.78618396439373,-0.0030000000000000027,0.954260871851905,0.734,0.371
92,956129529,PCP,0.886,38.81065748183517,0.015000000000000013,0.9044839294051311,0.734,0.371
93,343049972,SCP,0.895,34.61335377291026,0.0,1.0,0.84,0.24
93,343049972,Cluster-wise Oracle,0.882,32.87817933620929,-0.013000000000000012,1.0527758675125294,0.84,0.24
93,343049972,PCP,0.894,35.31244723683471,-0.0010000000000000009,0.980202633387719,0.84,0.24
94,12107205,SCP,0.899,27.8633883237016,0.0,1.0,0.742,0.372
94,12107205,Cluster-wise Oracle,0.883,26.22047087800255,-0.016000000000000014,1.0626578162285163,0.742,0.372
94,12107205,PCP,0.912,29.710822666021574,0.013000000000000012,0.9378194820423882,0.742,0.372
95,617514734,SCP,0.9,37.288486272555886,0.0,1.0,0.836,0.233
95,617514734,Cluster-wise Oracle,0.895,36.27408373222835,-0.0050000000000000044,1.0279649390406593,0.836,0.233
95,617514734,PCP,0.927,39.9512356020649,0.027000000000000024,0.933350013100186,0.836,0.233
96,44944667,SCP,0.881,28.936465282127653,0.0,1.0,0.895,0.147
96,44944667,Cluster-wise Oracle,0.88,28.242719563900998,-0.0010000000000000009,1.0245637009798936,0.895,0.147
96,44944667,PCP,0.891,28.99961711273797,0.010000000000000009,0.9978223219167064,0.895,0.147
97,550837326,SCP,0.893,50.16105806912029,0.0,1.0,0.832,0.249
97,550837326,Cluster-wise Oracle,0.904,46.74853689135208,0.01100000000000001,1.0729973899653633,0.832,0.249
